School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Ohio Media School-Columbus,,0.6474,,,,,,,1.0,,,,,3
Ohio Medical Career College,,0.7632,,,,,,,,,,,,3
The King's College,,0.0129,,,,,,,0.4167,630.0,575.0,,1219.0,2
Chamberlain University-Illinois,,0.8878,,,,,,,1.0,,,,,3
Chamberlain University-Ohio,,0.5322,,,,,,,0.875,,,,,3
Chamberlain University-Arizona,,0.5445,,,,,,,1.0,,,,,6
Bryan University,,0.8413,,,,,,,,,,,,6
The Salon Professional Academy-Appleton,,0.2069,,,,,,,,,,,,3
Milan Institute of Cosmetology-Fairfield,,0.5167,,,,,,,,,,,,8
Milan Institute of Cosmetology-Reno,,0.42,,,,,,,,,,,,8
Ottawa University-Online,,0.8683,,,,,,,,,,,,4
Paul Mitchell the School-Esani,,0.3875,,,,,,,,,,,,5
Institute of Production and Recording,,0.2353,,,,,,,,,,,,4
Paul Mitchell the School-Birmingham,,0.2308,,,,,,,,,,,,5
Taft University System,,1.0,,,,,,,,,,,,7
Mayfield College,,0.4017,,,,,,,,,,,,8
Academy of Esthetics and Cosmetology,,0.4359,,,,,,,,,,,,8
Borner's Barber College,,0.5806,,,,,,,,,,,,8
Paul Mitchell the School-Pasadena,,0.4979,,,,,,,,,,,,8
Laurus College,,0.7733,,,,,,,,,,,,8
Healing Hands School of Holistic Health,,0.8042,,,,,,,,,,,,8
Career Development Institute Inc,,0.7402,,,,,,,,,,,,8
Auguste Escoffier School of Culinary Arts-Boulder,,0.7885,,,,,,,,,,,,7
Aspen University,,0.9456,,,,,,,,,,,,7
Institute of Taoist Education and Acupuncture,,,,,,,,,,,,,,7
Regis University,,0.3906,,,,,,,0.7096,575.0,560.0,,1157.0,7
Cozmo Beauty School,,0.4545,,,,,,,,,,,,5
Celebrity Stylist Beauty School,,0.5278,,,,,,,,,,,,5
Paul Mitchell the School-Atlanta,,0.3193,,,,,,,,,,,,5
Evans Hairstyling College-Rexburg,,0.1667,,,,,,,,,,,,7
Paul Mitchell the School-Rexburg,,0.2461,,,,,,,,,,,,7
Tricoci University of Beauty Culture-Chicago NW,,0.3871,,,,,,,,,,,,3
Tricoci University of Beauty Culture-Glendale Heights,,0.3535,,,,,,,,,,,,3
Tricoci University of Beauty Culture-Peoria,,0.486,,,,,,,,,,,,3
Tricoci University of Beauty Culture-Rockford,,0.4274,,,,,,,,,,,,3
French Academy of Cosmetology,,0.4359,,,,,,,,,,,,3
Center for the Healing Arts,,0.8056,,,,,,,,,,,,2
Paul Mitchell the School-Springfield,,0.3032,,,,,,,,,,,,4
Urshan Graduate School of Theology,,,,,,,,,,,,,,4
College of Western Idaho,,0.2607,,,,,,,,,,,,7
Aveda Institute-Chapel Hill,,0.3662,,,,,,,,,,,,5
Daoist Traditions College of Chinese Medical Arts,,,,,,,,,,,,,,5
Total Image Beauty Academy,,0.1389,,,,,,,,,,,,2
Rowan University,,0.1059,,,,,,,0.7434,575.0,580.0,,1161.0,2
Casal Institute of Nevada,,0.2895,,,,,,,0.79,,,,,8
Greene County Vocational School District,,0.2222,,,,,,,,,,,,3
Yeshiva of Machzikai Hadas,,0.0043,,,,,,,0.9099,,,,,2
Aveda Institute-Columbus,,0.2752,,,,,,,,,,,,3
Paul Mitchell the School-Cincinnati,,0.2955,,,,,,,,,,,,3
Hands on Therapy,,0.5882,,,,,,,,,,,,6
MediaTech Institute-Dallas,,0.4888,,,,,,,,,,,,6
Skin Science Institute,,0.2619,,,,,,,,,,,,7
Pacific Northwest University of Health Sciences,,,,,,,,,,,,,,8
The Chicago School of Professional Psychology at Anaheim,,,,,,,,,,,,,,8
Fortis College-Dothan,,0.5568,,,,,,,,,,,,5
Fortis Institute-Pensacola,,0.6365,,,,,,,,,,,,5
Fortis College-Montgomery,,0.3889,,,,,,,,,,,,5
Woodland Community College,,0.3105,,,,,,,,,,,,8
The Chicago School of Professional Psychology at Los Angeles,,0.7778,,,,,,,0.1304,,,,,8
Cardiac and Vascular Institute of Ultrasound,,0.551,,,,,,,,,,,,5
Studio Academy of Beauty,,0.4675,,,,,,,,,,,,6
California Nurses Educational Institute,,0.6544,,,,,,,,,,,,8
Paul Mitchell the School-Sacramento,,0.4781,,,,,,,,,,,,8
Providence Christian College,,0.0066,,,,,,,0.4224,,,,1120.0,8
Oxford Academy of Hair Design Inc,,0.4587,,,,,,,,,,,,1
Institute of World Politics,,,,,,,,,,,,,,2
Pontifical John Paul II Institute for Studies on Marriage and Family,,,,,,,,,,,,,,2
Medical Institute of Palm Beach,,0.6203,,,,,,,,,,,,5
Oliver Finley Academy of Cosmetology,,0.3228,,,,,,,,,,,,7
National Career College,,0.3943,,,,,,,,,,,,8
Aveda Institute-Chicago,,0.4074,,,,,,,,,,,,3
Tricoci University of Beauty Culture-Libertyville,,0.3308,,,,,,,,,,,,3
Tricoci University of Beauty Culture-Bridgeview,,0.4762,,,,,,,,,,,,3
The Temple-A Paul Mitchell Partner School,,0.2749,,,,,,,,,,,,2
Center for Massage,,0.8718,,,,,,,,,,,,5
Academy of Hair Design-Oklahoma City,,0.2963,,,,,,,,,,,,6
South Texas Training Center,,0.4037,,,,,,,,,,,,6
Fortis College-Columbia,,0.5453,,,,,,,,,,,,5
Vermont College of Fine Arts,,,,,,,,,,,,,,1
Advanced Welding Institute,,0.2041,,,,,,,,,,,,1
Paul Mitchell the School-Memphis,,0.3364,,,,,,,,,,,,5
Pima Medical Institute-East Valley,,0.4427,,,,,,,,,,,,6
Paul Mitchell the School-Cleveland,,0.2381,,,,,,,,,,,,3
Paul Mitchell the School-Columbus,,0.2203,,,,,,,,,,,,3
Empire Beauty School-Spring Lake Park,,0.3889,,,,,,,,,,,,4
MediaTech Institute-Houston,,0.5728,,,,,,,,,,,,6
Platt College-Miller-Motte-Raleigh,,0.5654,,,,,,,,,,,,5
Lamson Institute,,0.6273,,,,,,,,,,,,6
College of Hair Design-East Campus,,0.234,,,,,,,,,,,,4
Fortis College-Salt Lake City,,0.5678,,,,,,,,,,,,7
Polytechnic University of Puerto Rico-Miami,,0.831,,,,,,,,,,,,5
Polytechnic University of Puerto Rico-Orlando,,0.5535,,,,,,,,,,,,5
Ross Medical Education Center-Fort Wayne,,0.4167,,,,,,,,,,,,3
Ross Medical Education Center-Battle Creek,,0.5484,,,,,,,,,,,,3
Geisinger Commonwealth School of Medicine,,,,,,,,,,,,,,2
Northeast Technology Center-Claremore,,0.5198,,,,,,,,,,,,6
Platt College-McCann-Allentown,,0.668,,,,,,,,,,,,2
Salon Success Academy-Fontana,,0.2727,,,,,,,,,,,,8
Salon Success Academy-Redlands,,0.4403,,,,,,,,,,,,8
Strayer University-West Virginia,,0.8367,,,,,,,,,,,,5
Vanguard College of Cosmetology-Baton Rouge,,0.2774,,,,,,,,,,,,5
South Texas Vocational Technical Institute-Brownsville,,0.2857,,,,,,,,,,,,6
Platt College-STVT-Corpus Christi,,0.5144,,,,,,,,,,,,6
University of Minnesota-Rochester,,0.0367,,,,,,,0.6012,591.0,552.0,,1183.0,4
Health And Style Institute,,0.51,,,,,,,,,,,,5
College of Business and Technology-Cutler Bay,,0.8154,,,,,,,,,,,,5
Capri Beauty College,,0.1636,,,,,,,,,,,,3
Milan Institute-Bakersfield,,0.4038,,,,,,,,,,,,8
Homestead Schools,,0.7308,,,,,,,,,,,,8
Carrington College-Las Vegas,,0.5805,,,,,,,,,,,,8
Carrington College-Reno,,0.6935,,,,,,,,,,,,8
Chamberlain University-Florida,,0.7017,,,,,,,1.0,,,,,5
Washington Barber College Inc,,0.3684,,,,,,,,,,,,5
InterCoast Colleges-Rancho Cordova,,0.641,,,,,,,,,,,,8
Horizon University,,0.5581,,,,,,,,,,,,3
San Diego Culinary Institute,,0.697,,,,,,,0.6852,,,,,8
Beyond 21st Century Beauty Academy,,0.5116,,,,,,,,,,,,8
Academy for Jewish Religion-California,,,,,,,,,,,,,,8
Los Angeles College of Music,,0.1632,,,,,,,0.7073,,,,,8
Aveda Institute-Los Angeles,,0.4762,,,,,,,,,,,,8
Paul Mitchell the School-Temecula,,0.316,,,,,,,,,,,,8
TIGI Hairdressing Academy Guilford,,0.0769,,,,,,,,,,,,1
International Institute of Cosmetology,,0.2025,,,,,,,,,,,,1
Florida School of Traditional Midwifery,,0.7015,,,,,,,,,,,,5
Emerald Coast Technical College,,0.4593,,,,,,,,,,,,5
